short_Tag,season,GI,BI,site,Block_no,Tiller.Length,Number.Of.Tillers,Spike.Length,Awn.Length,Flag.Length,Brittle.spike_lenhth,Plant.Biomass,No.Of.Spikelets,Z5_GDD,Z10_GDD,Z11_GDD,B.yellow_GDD,Bstart_GDD,britlemiddleGDD,ExpEndGdd,cm_1000gdd,sowing_to_z5,sowing_to_z10,flowering_time,flowering_to_yellowSpike,yellow_to_brittleStart,brittle_start_to_brittle_middle,Brittle_start_to_brittle_end,Grain_weight,number_of_grains,number_of_spikes,Grain_per_spike,spike_density,ProteinAsis.,StarchAsis.,BetaglucansAsis.,FiberAsis.,Location,Number,Feature,Polygon,Poligon_nu,longitude,latitude,x,y,March,Precipitation,December,Elevation,bio_01,bio_02,bio_03,bio_04,bio_05,bio_06,bio_07,bio_08,bio_09,bio_10,bio_11,bio_12,bio_13,bio_15,bio_16,bio_19,CECSOL_1km,CLYPPT_1km,CRFVOL_1km,PHIHOX_1km,PHIKCL_1km,SLTPPT_1km,SNDPPT_1km,pH,EC,Field_capacity,Organic_by_weight
HS2811,2019,1047,147,28,4,45.5,6,8.6,18.2,3,0,12.9,NA,617.1,1336.4,1467.25,1874.3,1942.85,1982.9,2466.95,NA,48,103,110,25,4,2,26,1.17,NA,3,NA,NA,17.51,20.5,2.83,5.41,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2816,2019,1053,153,28,4,70.5,14,10.5,21.1,6,0,38,NA,541.15,1250.35,1374.55,1874.3,1874.3,1942.85,2466.95,NA,41,98,105,30,NA,4,30,1.73,NA,3,NA,NA,16.96,22.8,3.27,5.12,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2812,2019,1062,162,28,4,54,16,10,17,6,0,30.5,NA,541.15,1250.35,1374.55,1874.3,1923.8,1982.9,2566.45,NA,41,98,105,30,3,3,31,1.6,NA,3,NA,NA,19.46,18.4,3.26,5.46,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2817,2019,1082,182,28,4,73,15,10.4,19,9.7,2.8,50.5,NA,646.55,1317.6,1450.2,1907.1,1942.85,2047.05,3059.15,NA,50,102,109,28,2,5,49,1.42,NA,3,NA,NA,17.66,16.4,3.67,5.05,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2815,2019,1180,280,28,4,78,36,8,19.2,7.5,3,59.5,NA,617.1,1355.45,1467.25,1923.8,1907.1,2047.05,3059.15,NA,48,104,110,28,NA,7,51,1.38,NA,3,NA,NA,16.93,22.6,3.23,5.11,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2902,2019,281,281,29,1,42,9,9.3,21.4,3.3,4.2,6.4,NA,550.75,1120.8,1267.6,1733.4,1792.6,2138.3,3059.15,NA,42,89,99,28,3,18,58,1.68,43,3,14.33333333,NA,15.32,31.6,5.62,5.16,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2905,2019,282,282,29,1,56,6,9.5,15.2,2.4,4,8.9,NA,550.75,1267.6,1416.05,1812.2,1812.2,2071.1,3059.15,NA,42,99,107,24,NA,14,57,1.88,45,3,15,NA,15.29,29.9,6.49,5.19,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2908,2019,283,283,29,1,44,7,8,15,3.5,3.3,3.4,NA,715.45,1120.8,1317.6,1749.4,1792.6,1982.9,3059.15,NA,56,89,102,26,2,11,58,1.53,38,3,12.66666667,NA,15.54,33.9,6.07,4.54,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2910,2019,284,284,29,1,49,11,8,17.5,3,2.3,5.9,NA,560.1,1120.8,1267.6,1749.4,1792.6,1982.9,2566.45,NA,43,89,99,29,2,11,39,1.84,48,3,16,NA,14.49,39.2,5.96,4.4,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2912,2019,285,285,29,1,53,12,12,20.5,2.8,4.5,15.8,NA,541.15,1250.35,1374.55,1982.9,1923.8,2270.95,3059.15,NA,41,98,105,36,NA,17,50,2.38,53,3,17.66666667,NA,16.19,44.1,6.18,4.34,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2915,2019,286,286,29,1,67,7,11.6,15.7,4.5,4.5,27.8,NA,550.75,1587.5,1678.7,2138.3,2213.75,2270.95,3059.15,NA,42,119,124,24,4,3,36,2.26,62,3,20.66666667,NA,13.53,43.3,5.01,4.8,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2916,2019,287,287,29,1,54,9,13.5,19.5,7.1,6,9.5,NA,631.5,1450.2,1542.25,2047.05,2195.7,2328.75,3059.15,NA,49,109,116,28,7,7,37,1.78,65,3,21.66666667,NA,13.28,39,5.7,4.39,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2917,2019,288,288,29,1,59,6,9.5,20.2,4,4.2,8.4,NA,617.1,1250.35,1416.05,1923.8,1942.85,2071.1,3059.15,NA,48,98,107,31,1,6,49,1.89,49,3,16.33333333,NA,15.46,34,6.62,4.67,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2918,2019,289,289,29,1,52,9,7.6,15,3.8,4.5,4.7,NA,631.5,1493.8,1604.05,2047.05,2138.3,2270.95,3059.15,NA,49,112,120,24,4,7,40,1.81,43,3,14.33333333,NA,12.22,37.2,6.67,4.87,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2919,2019,290,290,29,1,55,10,9.1,16.2,4.6,5.5,6.2,NA,550.75,1542.25,1660.1,2093.85,2138.3,2270.95,3059.15,NA,42,116,123,23,2,7,40,1.88,43,3,14.33333333,NA,12.9,35.9,6.65,4.76,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2915,2019,351,51,29,2,70,4,12.8,16.2,5.2,4.2,32,NA,617.1,1587.5,1698.05,2117.65,2232.05,2328.75,3059.15,NA,48,119,125,22,6,5,35,0.28,56,3,18.66666667,NA,14.86,47.1,5.9,4.09,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2918,2019,400,100,29,2,55,8,9,17.1,5.9,3.5,43,NA,617.1,1355.45,1542.25,1982.9,1982.9,2213.75,3059.15,NA,48,104,116,25,NA,11,47,0.53,41,3,13.66666667,NA,15.56,41.1,6.64,3.7,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2912,2019,407,107,29,2,37,7,9.6,21.4,2.6,4,30,NA,570.9,1300.3,1355.45,1907.1,1812.2,2047.05,3059.15,NA,44,101,104,33,NA,13,57,1.42,39,3,13,NA,18.07,43,5.25,3.73,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2917,2019,432,132,29,2,52,10,11.1,19.3,4,3.5,13.5,NA,541.15,1336.4,1416.05,1923.8,1982.9,2047.05,3059.15,NA,41,103,107,31,3,3,47,1.71,49,3,16.33333333,NA,17.06,41.2,6.34,3.95,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2905,2019,460,160,29,2,50,10,10.6,15,3.3,3.5,23,NA,570.9,1336.4,1450.2,1923.8,1982.9,2071.1,3059.15,NA,44,103,109,29,3,4,47,2.02,57,3,19,NA,16.14,30.8,6.06,4.71,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2916,2019,509,209,29,2,64,6,13.9,19,10,0,57.5,NA,617.1,1355.45,1481.9,1982.9,2071.1,2117.65,2899.2,NA,48,104,111,30,4,2,36,2.2,70,3,23.33333333,NA,16.45,43.2,5.76,4.14,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2908,2019,513,213,29,2,35,11,11.2,18,4.1,4.1,14,NA,646.55,1250.35,1336.4,1792.6,1874.3,1923.8,3059.15,NA,50,98,103,27,5,3,53,1.89,54,3,18,NA,17.34,40.6,6.13,3.97,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2910,2019,539,239,29,2,32,12,8.3,15.5,3.2,0,8,NA,541.15,1135.1,1336.4,1792.6,1812.2,1982.9,2512.5,NA,41,90,103,27,1,10,36,1.16,33,2,16.5,NA,14.92,40.6,5.67,4.4,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2919,2019,542,242,29,2,59.5,15,9.5,16.5,6.8,3.7,82.5,NA,541.15,1450.2,1642.9,2117.65,2117.65,2213.75,3059.15,NA,41,109,122,25,NA,5,41,2,54,3,18,NA,17.21,39.3,6.55,3.75,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2902,2019,546,246,29,2,37,17,8.2,22.6,4.4,4.4,38.5,NA,519.05,1250.35,1355.45,1792.6,1812.2,1982.9,3059.15,NA,39,98,104,26,1,10,57,1.59,47,3,15.66666667,NA,19.01,37.4,5.64,4.19,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2916,2019,615,15,29,3,68,15,13,18.5,12.6,4,98.5,NA,541.15,1355.45,1507.4,2047.05,2047.05,2117.65,3059.15,NA,41,104,113,31,NA,3,44,2.18,67,3,22.33333333,NA,15.6,40,6.52,4.7,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2908,2019,666,66,29,3,41,11,9.1,17.5,4.5,0,14,NA,617.1,1105.65,1336.4,1812.2,1792.6,1982.9,2899.2,NA,48,88,103,28,NA,11,51,1.6,51,3,17,NA,17.07,41.1,6.76,4.24,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2915,2019,676,76,29,3,80,11,14.2,18.3,11.7,3.9,94,NA,541.15,1587.5,1698.05,2195.7,2213.75,2383.7,3059.15,NA,41,119,125,26,1,9,36,1.88,68,3,22.66666667,NA,17.69,46.8,7.44,4.92,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2912,2019,726,126,29,3,58,8,12.2,21,3.5,4.2,23,NA,541.15,1232.2,1355.45,1792.6,1923.8,2328.75,3059.15,NA,41,97,104,26,8,20,50,2.4,53,3,17.66666667,NA,18.34,45.2,6.8,4.03,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2919,2019,736,136,29,3,50,5,7,15.5,3.5,4,4.5,NA,541.15,1374.55,1493.8,1874.3,1982.9,2047.05,3059.15,NA,41,105,112,23,6,3,47,1.31,31,3,10.33333333,NA,12.7,41.3,7.18,4.44,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2902,2019,797,197,29,3,52,13,9,21.7,4.6,3,20.5,NA,617.1,1250.35,1355.45,1792.6,1812.2,2047.05,3059.15,NA,48,98,104,26,1,13,57,1.26,NA,3,NA,NA,17.17,30.4,6.33,5.24,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2905,2019,809,209,29,3,51,7,11,16,3.5,4,15,NA,541.15,1336.4,1416.05,1923.8,1982.9,2071.1,3059.15,NA,41,103,107,31,3,4,47,1.77,NA,3,NA,NA,14.39,32.8,6.7,4.84,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2918,2019,844,244,29,3,52,9,9.5,15.5,5,4.1,20.5,NA,541.15,1355.45,1542.25,2047.05,2047.05,2232.05,3059.15,NA,41,104,116,28,NA,9,44,1.67,45,3,15,NA,13.52,37.6,6.9,4.48,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2910,2019,849,249,29,3,45,14,8.1,15.5,5,2,13.5,NA,541.15,1105.65,1232.2,1792.6,1812.2,1982.9,2659.05,NA,41,88,97,33,1,10,41,1.47,43,3,14.33333333,NA,14.48,43.2,6.32,4.39,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2917,2019,888,288,29,3,52,11,9.5,19,4,2.4,30.5,NA,541.15,1250.35,1374.55,1874.3,1942.85,1982.9,2899.2,NA,41,98,105,30,4,2,42,1.93,51,3,17,NA,17.9,31.6,7.11,4.84,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2915,2019,920,20,29,4,NA,NA,NA,NA,NA,NA,NA,NA,541.15,NA,NA,NA,NA,NA,3059.15,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2919,2019,936,36,29,4,64.5,9,7.8,19.1,7.5,4.5,44.6,NA,541.15,1507.4,1642.9,2138.3,2213.75,2232.05,3059.15,NA,41,113,122,26,4,1,36,1.39,NA,3,NA,NA,14.01,24.6,2.63,5.69,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2916,2019,953,53,29,4,73,12,13,18.8,8.5,2.3,83.9,NA,541.15,1416.05,1507.4,1942.85,2047.05,2117.65,2899.2,NA,41,107,113,26,5,3,37,2.23,69,3,23,NA,14.79,32.2,6.14,5.23,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2910,2019,972,72,29,4,53,16,9.8,15.3,4.5,0,18,NA,541.15,1164.15,1317.6,1733.4,1812.2,1942.85,2348.65,NA,41,92,102,25,4,8,28,1.56,48,3,16,NA,15.11,42.3,5.98,3.86,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2902,2019,1013,113,29,4,49,6,6.5,23.2,10.5,0,13,NA,617.1,1135.1,1336.4,1733.4,1874.3,2047.05,2899.2,NA,48,90,103,24,8,9,46,0.95,26,3,8.666666667,NA,15.75,2.5,2.11,6.96,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2912,2019,1056,156,29,4,66,20,13.5,20.4,9.5,0,58.7,NA,541.15,1267.6,1467.25,1907.1,1907.1,1942.85,2348.65,NA,41,99,110,27,NA,2,22,2.26,NA,3,NA,NA,16.3,39.7,4.05,4.51,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2917,2019,1075,175,29,4,54,8,9.8,20.5,5.1,0,10,NA,617.1,1355.45,1450.2,1942.85,1982.9,2071.1,2899.2,NA,48,104,109,30,2,4,40,1.53,NA,3,NA,NA,15.18,35.1,3.2,4.72,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2905,2019,1083,183,29,4,59,10,10.1,15.5,5.2,3.5,18,NA,541.15,1416.05,1542.25,2047.05,2138.3,2232.05,3059.15,NA,41,107,116,28,4,5,40,1.8,NA,3,NA,NA,16.22,29.8,4.08,4.31,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2918,2019,1090,190,29,4,45,6,6.6,14.8,3.1,0,13.5,NA,617.1,1355.45,1467.25,1874.3,1982.9,2047.05,2899.2,NA,48,104,110,25,6,3,40,1.33,NA,3,NA,NA,12.43,34.5,3.57,4.49,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
HS2908,2019,1197,297,29,4,25,5,6,14.3,3.4,0,3,NA,753.7,1232.2,1355.45,1812.2,1942.85,1982.9,2270.95,NA,60,97,104,27,8,2,16,0.92,NA,3,NA,NA,14.19,40.2,3.5,3.51,Hagosh_Junction,29,Cold,HZ3,6,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426
